Date,Open,High,Low,Close,Adj Close,Volume
2020-03-16,37.349998,39.139999,34.450001,34.470001,33.824371,36879100
2020-03-17,35.490002,39.130001,34.020000,37.380001,36.679871,34869000
2020-03-18,34.259998,36.560001,31.129999,34.689999,34.040253,36519000
2020-03-19,34.660000,37.299999,33.650002,36.290001,35.610287,31015200
2020-03-20,37.770000,38.590000,35.840000,36.110001,35.433662,37667400
2020-03-23,36.990002,39.470001,35.689999,38.250000,37.533573,45286000
2020-03-24,41.820000,44.419998,41.139999,43.270000,42.459553,45588000
2020-03-25,43.910000,44.880001,40.029999,42.500000,41.703972,54091000
2020-03-26,44.900002,45.750000,43.330002,44.790001,43.951084,62450700
2020-03-27,43.250000,45.279999,42.310001,43.480000,42.665619,39791500
2020-03-30,44.169998,45.570000,43.150002,44.520000,43.686142,33763900
2020-03-31,44.400002,45.169998,41.910000,42.060001,41.272213,36723700
2020-04-01,40.549999,42.299999,39.330002,39.889999,39.142849,37452800
2020-04-02,39.790001,41.590000,39.520000,41.090000,40.320374,31457700
2020-04-03,40.970001,41.860001,40.549999,41.220001,40.447945,28522400
2020-04-06,43.349998,46.689999,43.340000,46.369999,45.501480,37899100
2020-04-07,48.090000,48.369999,46.040001,46.540001,45.668301,34646400
2020-04-08,47.080002,48.689999,46.799999,48.290001,47.385532,27694400
2020-04-09,49.299999,49.810001,45.349998,46.130001,45.265976,39799400
2020-04-13,44.900002,46.389999,44.389999,46.169998,45.305229,30449900
2020-04-14,47.000000,48.380001,46.619999,47.619999,46.728073,25738000
2020-04-15,46.400002,46.660000,45.639999,46.430000,45.560356,22389400
2020-04-16,47.020000,47.200001,44.660000,45.529999,44.677219,26589000
2020-04-17,46.779999,46.889999,44.849998,45.700001,44.844032,23388300
2020-04-20,44.520000,45.080002,43.299999,43.400002,42.587116,30463300
2020-04-21,43.000000,43.070000,41.189999,41.410000,40.634384,32482200
2020-04-22,43.110001,44.200001,42.750000,43.910000,43.087559,21346600
2020-04-23,43.820000,44.720001,43.419998,43.770000,42.950184,22273100
2020-04-24,43.799999,44.320000,42.980000,44.160000,43.332886,16581800
2020-04-27,45.000000,45.389999,44.580002,45.279999,44.431904,16667200
2020-04-28,46.209999,47.689999,45.279999,45.310001,44.461342,25234900
2020-04-29,46.580002,50.139999,46.330002,49.830002,48.896683,35743000
2020-04-30,49.480000,49.580002,47.369999,47.889999,46.993019,28585400
2020-05-01,46.360001,46.919998,44.520000,45.060001,44.216030,28194000
2020-05-04,44.189999,44.689999,43.610001,44.459999,43.627258,21377100
2020-05-05,45.450001,46.950001,45.110001,45.410000,44.559471,21007500
2020-05-06,46.070000,47.119999,45.919998,46.080002,45.216927,22011900
2020-05-07,47.119999,47.500000,46.340000,46.590000,45.717369,16372100
2020-05-08,47.290001,48.459999,47.290001,48.250000,47.346283,17437100
2020-05-11,47.740002,48.730000,47.439999,48.200001,47.297211,17353500
2020-05-12,48.520000,48.560001,45.639999,45.689999,44.834221,26738900
2020-05-13,45.869999,45.880001,42.950001,43.529999,42.714680,35117500
2020-05-14,43.060001,45.779999,42.509998,45.730000,44.873474,27543500
2020-05-15,43.279999,44.779999,43.240002,44.410000,43.578197,28803900
2020-05-18,45.830002,46.150002,44.950001,45.919998,45.059914,20307800
2020-05-19,45.779999,46.230000,45.020000,45.119999,44.274895,17389500
2020-05-20,46.509998,47.040001,46.090000,46.639999,45.766422,17876500
2020-05-21,46.500000,46.570000,44.759998,45.220001,44.373024,17445300
2020-05-22,45.150002,45.310001,44.240002,44.939999,44.098274,13385400
2020-05-26,46.220001,46.689999,45.450001,45.799999,44.942165,24303900
2020-05-27,45.950001,49.580002,43.900002,49.450001,48.523800,56071500
2020-05-28,48.700001,48.790001,46.070000,46.470001,45.599613,38289300
2020-05-29,46.619999,48.020000,46.209999,47.910000,47.012642,26337000
2020-06-01,47.490002,47.669998,46.320000,46.340000,45.472046,21809100
2020-06-02,46.490002,46.849998,45.570000,46.820000,45.943058,23035600
2020-06-03,48.040001,49.419998,47.450001,48.919998,48.003723,34662100
2020-06-04,48.860001,51.980000,48.599998,51.220001,50.260643,34830800
2020-06-05,52.660000,54.820000,52.590000,53.720001,52.713821,34110700
2020-06-08,54.500000,54.639999,52.230000,53.700001,52.694191,22850600
2020-06-09,52.650002,53.500000,52.450001,53.150002,52.154499,17840800
2020-06-10,52.919998,53.299999,51.570000,52.470001,51.487232,18766700
2020-06-11,50.419998,51.090000,48.200001,48.520000,47.611217,29897600
2020-06-12,50.290001,50.480000,47.360001,48.689999,47.778038,24293600
2020-06-15,47.360001,49.730000,47.099998,49.240002,48.317730,18092300
2020-06-16,51.160000,52.150002,49.860001,51.020000,50.064392,20987200
2020-06-17,51.299999,51.509998,50.540001,50.959999,50.005516,13905100
2020-06-18,50.500000,51.040001,50.020000,50.480000,49.534504,13220200
2020-06-19,51.160000,52.750000,50.750000,50.830002,49.877953,28081500
2020-06-22,51.099998,51.400002,50.240002,51.150002,50.191959,15952200
2020-06-23,50.689999,50.889999,49.570000,49.840000,48.906498,23194200
2020-06-24,49.650002,50.099998,48.020000,48.290001,47.385532,19346500
2020-06-25,48.240002,49.310001,47.279999,49.189999,48.268673,14971900
2020-06-26,49.150002,49.349998,48.139999,48.490002,47.581787,16929700
2020-06-29,48.689999,49.150002,47.580002,49.150002,48.229420,24666200
2020-06-30,51.779999,52.470001,50.970001,51.520000,50.555031,47852100
2020-07-01,51.520000,51.560001,49.610001,49.700001,48.769115,25218400
2020-07-02,50.500000,50.750000,49.480000,49.830002,48.896683,18562400
2020-07-06,50.750000,51.430000,50.480000,50.919998,49.966259,16321000
2020-07-07,50.520000,50.590000,49.009998,49.090000,48.170540,19797900
2020-07-08,49.560001,49.750000,48.959999,49.709999,48.778927,15311900
2020-07-09,49.849998,50.389999,48.730000,49.980000,49.043873,18510800
2020-07-10,50.009998,50.709999,49.400002,50.700001,49.750385,18128700
2020-07-13,51.310001,52.279999,49.380001,49.459999,48.533611,23296400
2020-07-14,49.080002,49.790001,47.950001,49.709999,48.778927,17455200
2020-07-15,50.209999,50.650002,49.410000,50.509998,49.563938,15911400
2020-07-16,49.820000,50.290001,49.230000,50.099998,49.161621,14014000
2020-07-17,50.310001,50.430000,49.279999,49.470001,48.543427,15003800
2020-07-20,49.660000,51.320000,49.540001,51.209999,50.250835,17604200
2020-07-21,51.619999,52.660000,51.230000,51.520000,50.555031,16650200
2020-07-22,51.580002,51.770000,51.020000,51.650002,50.682598,11412600
2020-07-23,51.740002,54.200001,51.570000,52.639999,51.654053,33399900
2020-07-24,51.279999,51.279999,49.650002,50.020000,49.083126,25348000
2020-07-27,50.599998,51.709999,50.490002,51.590000,50.623718,15991700
2020-07-28,51.259998,51.270000,50.040001,50.090000,49.151806,15614400
2020-07-29,50.389999,50.630001,49.779999,50.389999,49.446190,14714800
2020-07-30,49.740002,50.750000,49.110001,50.740002,49.789631,17644300
2020-07-31,50.619999,50.700001,49.259998,50.060001,49.122375,17433200
2020-08-03,50.389999,50.619999,50.020000,50.389999,49.446190,15143500
2020-08-04,50.349998,51.480000,50.290001,51.299999,50.339149,15753100
2020-08-05,51.090000,51.279999,50.630001,51.049999,50.093830,13198600
2020-08-06,50.000000,50.029999,48.320000,48.700001,47.787842,32204700
2020-08-07,48.689999,49.180000,48.049999,48.750000,47.836910,13637300
2020-08-10,48.849998,49.669998,48.270000,49.150002,48.229420,15881500
2020-08-11,49.009998,49.740002,47.630001,47.759998,46.865452,21532800
2020-08-12,48.380001,48.730000,47.660000,48.480000,47.571968,17176600
2020-08-13,47.160000,47.230000,45.930000,46.139999,45.275791,41051700
2020-08-14,45.599998,46.080002,45.299999,45.599998,44.745907,18167300
2020-08-17,45.900002,45.939999,44.740002,45.220001,44.373024,17303800
2020-08-18,45.060001,45.160000,44.049999,44.400002,43.568394,20118100
2020-08-19,44.299999,44.700001,43.849998,44.049999,43.224934,19455500
2020-08-20,42.680000,43.660000,42.250000,42.990002,42.184799,22445400
2020-08-21,42.849998,43.060001,42.400002,42.660000,41.860977,15476700
2020-08-24,43.119999,43.820000,42.889999,43.759998,42.940376,14972200
2020-08-25,44.880001,45.540001,44.599998,45.099998,44.255276,21524900
2020-08-26,45.599998,45.820000,44.689999,44.959999,44.117893,15328900
2020-08-27,44.549999,44.830002,43.669998,44.619999,43.784267,13777000
2020-08-28,44.619999,45.790001,44.410000,45.689999,44.834221,13459100
2020-08-31,45.349998,45.820000,45.139999,45.509998,44.657589,13241800
2020-09-01,45.529999,45.790001,45.060001,45.759998,44.902912,14079800
2020-09-02,46.430000,48.189999,46.279999,47.830002,46.934143,24636200
2020-09-03,47.759998,47.830002,45.849998,46.330002,45.462238,20632800
2020-09-04,46.189999,46.950001,44.889999,46.480000,45.609428,20608500
2020-09-08,44.990002,46.230000,44.529999,45.029999,44.186584,20893600
2020-09-09,45.880001,45.880001,44.450001,45.150002,44.304344,17529100
2020-09-10,45.470001,45.950001,44.689999,44.869999,44.029575,13744700
2020-09-11,45.230000,46.480000,44.959999,46.090000,45.226727,18365500
2020-09-14,48.349998,49.590000,48.299999,49.029999,48.111664,26715400
2020-09-15,49.369999,49.660000,48.700001,49.049999,48.131287,14456000
2020-09-16,49.110001,51.220001,48.959999,50.209999,49.269566,23542200
2020-09-17,49.160000,51.290001,48.810001,50.980000,50.025139,20556900
2020-09-18,51.500000,52.169998,49.970001,50.740002,49.789631,25549000
2020-09-21,49.610001,49.779999,47.889999,49.150002,48.229420,21257500
2020-09-22,49.270000,49.779999,48.779999,49.700001,48.769115,10845300
2020-09-23,51.009998,51.610001,49.639999,49.849998,48.916309,19160000
2020-09-24,49.520000,50.360001,49.090000,49.470001,48.543427,13842300
2020-09-25,49.570000,49.599998,47.779999,49.139999,48.219597,17773000
2020-09-28,49.639999,49.770000,48.130001,49.720001,48.788750,18904000
2020-09-29,49.709999,51.380001,49.590000,50.709999,49.760193,35676600
2020-09-30,48.950001,49.270000,46.830002,46.959999,46.080437,55392600
2020-10-01,47.099998,48.180000,47.049999,47.919998,47.022449,24460000
2020-10-02,46.860001,47.520000,46.500000,46.549999,45.678116,20277500
2020-10-05,46.990002,47.730000,46.980000,47.599998,46.708450,16933700
2020-10-06,47.549999,48.830002,47.220001,47.320000,46.433701,17926200
2020-10-07,48.419998,49.000000,48.320000,48.410000,47.503284,13889300
2020-10-08,48.990002,50.000000,48.220001,49.900002,48.965366,14569700
2020-10-09,50.240002,50.599998,49.310001,49.889999,48.955559,13933700
2020-10-12,50.580002,50.840000,50.080002,50.680000,49.730762,13108800
2020-10-13,51.889999,52.750000,51.639999,51.849998,50.878845,22179400
2020-10-14,52.009998,52.250000,51.349998,51.630001,50.662971,15899400
2020-10-15,50.759998,51.970001,50.320000,51.939999,50.967155,14000600
2020-10-16,52.150002,52.549999,51.580002,51.610001,50.643345,14225400
2020-10-19,51.970001,54.000000,51.299999,52.630001,51.644234,24176200
2020-10-20,53.139999,54.200001,52.750000,53.529999,52.527378,17343400
2020-10-21,53.299999,53.959999,53.180000,53.310001,52.311497,12922200
2020-10-22,53.290001,54.849998,53.080002,54.380001,53.361462,14842600
2020-10-23,54.090000,54.119999,52.380001,52.849998,51.860119,16175700
2020-10-26,52.400002,52.889999,51.400002,52.139999,51.163414,11678900
2020-10-27,52.029999,52.320000,51.540001,51.959999,50.986782,8964800
2020-10-28,50.750000,50.849998,49.570000,50.000000,49.063496,15463700
2020-10-29,49.709999,50.910000,49.380001,50.480000,49.534504,12420700
2020-10-30,50.009998,50.430000,49.299999,50.340000,49.397129,15955700
2020-11-02,50.790001,50.790001,49.439999,49.709999,48.778927,13103200
2020-11-03,50.130001,51.590000,50.009998,51.080002,50.123268,11429500
2020-11-04,51.730000,52.500000,50.930000,51.959999,50.986782,13554400
2020-11-05,52.880001,54.779999,52.779999,54.580002,53.557709,16373600
2020-11-06,54.459999,55.410000,54.330002,55.160000,54.126850,13922600
2020-11-09,56.470001,57.830002,55.869999,55.959999,54.911869,20968500
2020-11-10,55.130001,55.939999,54.360001,55.410000,54.372166,14502100
2020-11-11,55.970001,56.939999,55.849998,56.360001,55.304371,14765500
2020-11-12,56.599998,56.970001,55.889999,56.250000,55.196438,13785600
2020-11-13,56.790001,58.189999,56.750000,57.930000,56.844971,14318800
2020-11-16,59.720001,61.910000,59.610001,61.860001,60.701355,31397200
2020-11-17,61.000000,62.200001,60.299999,61.990002,60.828930,17703600
2020-11-18,61.500000,62.040001,60.630001,60.740002,59.602345,18734500
2020-11-19,60.040001,61.970001,59.650002,61.830002,60.671921,12723600
2020-11-20,61.480000,62.639999,61.349998,61.400002,60.249973,14115700
2020-11-23,62.610001,64.500000,62.299999,64.180000,62.977909,20612600
2020-11-24,64.290001,64.290001,62.889999,63.950001,62.752213,22625600
2020-11-25,63.660000,64.000000,62.610001,63.430000,62.241951,12468500
2020-11-27,63.830002,64.800003,63.509998,64.230003,63.026966,7500200
2020-11-30,64.559998,65.250000,63.580002,64.089996,62.889587,20373500
2020-12-01,65.250000,68.629997,65.139999,67.080002,65.823586,36160400
2020-12-02,67.610001,69.389999,66.760002,69.110001,67.815567,23298900
2020-12-03,70.570000,71.120003,69.550003,69.900002,68.590782,20462300
2020-12-04,71.110001,74.379997,70.540001,73.339996,71.966324,31860800
2020-12-07,73.290001,73.400002,71.480003,72.610001,71.250008,17460600
2020-12-08,72.000000,73.550003,71.980003,73.190002,71.819145,15431100
2020-12-09,73.150002,74.610001,70.779999,71.410004,70.072487,18367300
2020-12-10,70.139999,71.949997,69.669998,71.279999,69.944916,15610600
2020-12-11,70.379997,71.320000,69.400002,70.529999,69.208969,15322000
2020-12-14,71.400002,72.199997,71.029999,71.540001,70.200058,13573700
2020-12-15,72.809998,73.370003,72.330002,73.150002,71.779892,11538300
2020-12-16,74.190002,74.349998,72.629997,72.989998,71.622887,13889300
2020-12-17,73.589996,73.739998,71.760002,72.260002,70.906555,11988100
2020-12-18,72.699997,73.449997,71.059998,71.459999,70.121552,23912500
2020-12-21,70.000000,71.699997,69.650002,71.470001,70.131348,13180400
2020-12-22,71.510002,71.779999,69.760002,70.440002,69.120651,11154200
2020-12-23,70.470001,71.059998,69.889999,69.949997,68.639832,8524000
2020-12-24,70.309998,70.639999,69.760002,70.580002,69.258041,4848500
2020-12-28,71.790001,72.110001,70.470001,70.660004,69.336540,8345200
2020-12-29,71.000000,71.400002,69.139999,70.209999,68.894943,9403400
2020-12-30,70.419998,72.650002,70.370003,71.919998,70.572937,11620300
2020-12-31,72.389999,75.680000,72.370003,75.180000,73.771866,23214500
2021-01-04,76.480003,78.610001,73.750000,74.050003,72.663040,31155900
2021-01-05,76.440002,78.690002,76.029999,77.260002,75.812920,33418200
2021-01-06,76.360001,78.449997,76.099998,77.110001,75.665733,22390900
2021-01-07,78.059998,80.080002,78.050003,79.110001,77.628281,27945300
2021-01-08,82.540001,84.160004,77.070000,77.419998,75.969925,51272100
2021-01-11,76.589996,79.790001,76.419998,78.669998,77.196503,19920800
2021-01-12,79.190002,79.620003,77.820000,79.459999,77.971703,18231000
2021-01-13,78.949997,80.389999,78.550003,79.910004,78.413284,15067700
2021-01-14,80.010002,82.209999,79.550003,81.300003,79.777252,17639300
2021-01-15,80.919998,81.879997,79.529999,80.720001,79.208115,14322600
2021-01-19,81.279999,85.680000,80.959999,85.500000,83.898590,26602500
2021-01-20,85.930000,87.250000,83.230003,83.500000,81.936035,21191700
2021-01-21,84.000000,85.099998,82.510002,85.010002,83.417770,14696200
2021-01-22,84.080002,84.949997,82.230003,82.279999,80.738892,14229500
2021-01-25,83.190002,83.500000,78.889999,81.279999,79.757622,19283400
2021-01-26,81.790001,81.980003,79.010002,79.510002,78.020767,13678000
2021-01-27,77.330002,77.589996,74.330002,75.089996,73.683556,23513400
2021-01-28,77.199997,80.180000,76.720001,78.389999,76.921745,18351400
2021-01-29,78.360001,79.370003,76.949997,78.269997,76.803986,17934400
2021-02-01,79.589996,81.089996,78.480003,80.430000,78.923538,14900200
2021-02-02,81.260002,81.739998,79.919998,81.620003,80.091248,11386200
2021-02-03,81.849998,82.529999,78.970001,79.110001,77.628281,17456000
2021-02-04,79.150002,81.339996,78.959999,81.250000,79.728172,11519700
2021-02-05,81.769997,82.019997,80.720001,81.099998,79.580994,10958000
2021-02-08,81.750000,84.059998,81.639999,84.010002,82.436493,12394800
2021-02-09,83.349998,84.000000,82.400002,83.320000,81.759430,10362500
2021-02-10,84.000000,84.440002,81.300003,82.349998,80.807564,9869200
2021-02-11,84.400002,86.639999,84.000000,86.480003,84.860222,18750400
2021-02-12,86.110001,88.320000,85.459999,88.010002,86.361572,14273900
2021-02-16,89.220001,89.220001,87.050003,87.739998,86.096619,10312800
2021-02-17,86.690002,87.320000,84.900002,86.050003,84.438278,10033500
2021-02-18,86.519997,88.730003,85.959999,88.540001,86.881638,19168100
2021-02-19,90.250000,91.489998,88.809998,90.959999,89.256310,21886500
2021-02-22,89.529999,90.519997,85.919998,86.279999,84.663971,16077000
2021-02-23,85.239998,89.199997,82.440002,88.230003,86.577431,23203200
2021-02-24,88.300003,92.599998,87.730003,92.519997,90.787079,21281700
2021-02-25,91.519997,93.099998,87.580002,88.120003,86.469505,22546200
2021-02-26,89.739998,92.940002,88.230003,91.529999,89.815636,22787600
2021-03-01,94.540001,95.750000,92.570000,94.760002,92.985130,19908900
2021-03-02,93.570000,94.900002,90.900002,91.089996,89.383873,18679600
2021-03-03,90.570000,93.330002,88.389999,89.110001,87.440971,26424100
2021-03-04,88.809998,89.750000,81.849998,84.330002,82.750496,31971100
2021-03-05,87.529999,89.320000,83.300003,88.930000,87.264351,30329100
2021-03-08,88.570000,89.720001,84.870003,85.050003,83.457024,22708300
2021-03-09,88.000000,90.180000,86.300003,89.300003,87.627396,22301400
2021-03-10,90.010002,90.010002,85.309998,85.410004,83.810265,23407800
