"Comment","Author","PublishedAt","LikeCount"
"Конец света.","@user-if2mh8en2g","2024-07-27T14:40:38Z","44"
"Satanist ayini yapmışlar","@eminecimen7245","2024-07-27T14:40:30Z","3"
"w-o-k-e_sh-*-t-sh-o-w!","@_monoman","2024-07-27T14:40:18Z","4"
"By far the worst opening ceremony ever. The only good thing was that laser show at Eiffel tower and Celine Dion performance.","@jelkabozic4015","2024-07-27T14:39:46Z","45"
"Это не назвать открытием, это называется обосраться","@vacuum5322","2024-07-27T14:38:41Z","17"
"Drag queens are to hand out medals","@user-dn3ml7dt3h","2024-07-27T14:37:48Z","5"
"what is the song at <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=9295"">2:34:55</a> ?","@justinlinotte2981","2024-07-27T14:37:41Z","0"
"🙈🙉🙊🤡","@Olga-tw2gf","2024-07-27T14:36:27Z","1"
"Gay party","@krukka1993","2024-07-27T14:36:22Z","2"
"Dirty slugs!","@Jkillkennedy1963","2024-07-27T14:34:31Z","5"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=9538"">2:38:58</a> I see balls (the guy at the left)","@dmitrymukha","2024-07-27T14:32:56Z","13"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=1793"">29:53</a> Independent nation? What nation? They are on the brink of new war, and they are ruled by the so called High Representative.","@mirkoslavko23","2024-07-27T14:32:16Z","1"
"Замечательное шоу🎉❤Спасибо  Франция!Удивили красотой, Браво!!!❤❤❤","@user-di9hs6gh5i","2024-07-27T14:32:02Z","0"
"Блять, ну разве это не чудесно? Люди из разных стран могут встретиться, попраздновать, посоревноваться, и никто никого не убьет! ☺","@dedushkamyao","2024-07-27T14:30:21Z","1"
"Having Ubisoft and Assassin creed (Yasuke stuff) representing France as well as the mockery to Christianity are very funny. haha","@hedgehog7243","2024-07-27T14:29:50Z","3"
"Shame!","@Прохор133","2024-07-27T14:29:25Z","9"
"Ochyda, obrzydliwe to jest.","@adawojcieszko","2024-07-27T14:28:48Z","8"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=3325"">55:25</a> - sickening, disguisting.","@zabijca","2024-07-27T14:27:53Z","24"
"Даже ирак был, даже северная корея, даже куба. Что не так с Беларусь?","@arinia23","2024-07-27T14:27:20Z","0"
"France can only use the resources of Africa and other non-French nations.","@sevahaji6210","2024-07-27T14:26:09Z","2"
"you all that are judging different people, why DOES THAT AFFECT YOU ALL SO MUCH wtf, just get a fking life already","@isabelamagalhaes730","2024-07-27T14:24:04Z","1"
"Pathetic.","@mitihk","2024-07-27T14:22:58Z","3"
"Take this evil country out of the map","@NikosNikos-dr7wv","2024-07-27T14:20:59Z","4"
"Amazing🎉","@mynameisfuad","2024-07-27T14:18:49Z","0"
"Uzun zamandır bu kadar güzel bişii izlemedik. Vive la france","@elijah8244","2024-07-27T14:18:14Z","0"
"The highest crime in Europe next to London... they should show all immigrants at every corner 😂😂😂","@greenbike9475","2024-07-27T14:18:11Z","3"
"Disgusting 🤮🤮🤮","@RUSSIA_STRONG_Z","2024-07-27T14:17:21Z","6"
"The commentators really do not miss a chance to display their bad taste and low level comments","@StefAslan","2024-07-27T14:17:03Z","11"
"satanic ceremony","@user-fq9vn8re5p","2024-07-27T14:15:55Z","4"
"What sports competition has to do with sexual orientation or where do you like to put your reproductive organs???","@luftspeiling","2024-07-27T14:15:05Z","3"
"To byloby najgorsze otwarcie olopiady jakie widzialam, poza niektorymi elementami. Szanowni Francuzi odbilo Wam.","@ewamo5508","2024-07-27T14:13:59Z","38"
"The opening ceremony was a total disaster. It was one of the worst opening ceremonies. The only good moments were  Celine Dion and parade of athletes.","@annasorokkou1854","2024-07-27T14:12:55Z","11"
"Najljepše otvaranje olipijskih igara je bilo 2008.godine u Pekingu.","@ljubicavidic9024","2024-07-27T14:12:31Z","5"
"MARAVILHOSA ABERTURA des Olimpicos de 2024","@mso557","2024-07-27T14:12:16Z","0"
"TURKEY 🇹🇷 Türkiye 🇹🇷","@Gkubrakaya","2024-07-27T14:11:49Z","5"
"Millet eleştirmişde bir bana mı güzel geldi","@bayanmodi3792","2024-07-27T14:10:30Z","0"
"Better than London imo<br>Instead of being in a stadium the countries are on the River Seine😆😆😆😆😆😆","@glazersout7923","2024-07-27T14:06:19Z","1"
"Best ceremony so far","@di4mgaming115","2024-07-27T14:06:07Z","1"
"Francja utraciła swą biel bezpowrotnie.","@whiteblossom7958","2024-07-27T14:05:16Z","13"
"Super .WOW.  Med kärlek fån Sverige.😍🤩🥰😘😘😘😘","@katarinakatarina1788","2024-07-27T14:03:51Z","0"
"palestina 🇵🇸","@nimetnimetstc","2024-07-27T14:03:43Z","1"
"woke trash!","@marcell3864","2024-07-27T14:03:31Z","4"
"Serbia RS RS <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=7689"">2:08:09</a>","@ilijasavic7040","2024-07-27T14:02:57Z","1"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=159"">2:39</a> dr.dementüx He is the brother of ms.antivirus","@serengul7745","2024-07-27T14:02:56Z","0"
"Отличное шоу, браво французы, как все легко, весело, жизнерадостно, Желаю, чтоб такая атмосфера сохранялась и в жизни, и чтоб скорее кончилась война в Европе.💯💯","@liudazemskaja9168","2024-07-27T14:02:11Z","1"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=1779"">29:39</a> Bosnia and Herzegovinaaaaa!!! My beautiful country!!","@QuietslowandsimplelivingHANA","2024-07-27T14:01:53Z","9"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=7188"">1:59:48</a> PaaaIIllest!iiineeee!!!!! Sending soo much looove from BiH!!","@QuietslowandsimplelivingHANA","2024-07-27T14:01:28Z","27"
"remove (Olympics) it&#39;s France Gaymes 2024...","@ThePagan.","2024-07-27T14:01:06Z","2"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=7994"">2:13:14</a> Syria!!!!!!!!!!!!!!!!!! Love from BiH..","@QuietslowandsimplelivingHANA","2024-07-27T14:00:44Z","0"
"To był koszmar, czemu się nie śmieją z islamu, tylko z katolicyzmu. Bo muzułmanie puścili by z dymem cały Paryż.","@adawojcieszko","2024-07-27T13:59:59Z","140"
"Opening is totally satanic.","@l-of9lo","2024-07-27T13:58:54Z","20"
"Co za świat przygotowują, przerażająca wizja, po tym co widzieliśmy na otwarciu igrzysk w Londynie. Koń maści bladej to śmierć.","@waldemarpisz2685","2024-07-27T13:58:20Z","31"
"Sodom and Gomorrah and Hunger games vibes on point","@bluestrela","2024-07-27T13:57:27Z","38"
"Церемония открытия - великолепное действо! Меседж всем людям, всему миру - ценить все то пережитое, что делает человека счастливым. Браво Франция!❤","@valiantsinamironenkoblr2729","2024-07-27T13:56:33Z","0"
"Paris:Shame shame shame hey shame on you","@gyorgykokai8627","2024-07-27T13:56:10Z","4"
"The White horse of Revelation 19. What malicious things are they going to unleash upon the world next 😨","@edwarda.","2024-07-27T13:56:01Z","40"
"The Jews thought the Messiah would come to release them from their oppressors. They didn’t realize that the oppressors were themselves and their sinful lifestyle. And when the Jews misbehaved, God sent other nations to judge them. They would go to war and lose because God was no longer with them, and that was their punishment.","@black-cross","2024-07-27T13:55:14Z","3"
"I&#39;m not surprised by anything anymore... Especially after Eurovision (Shitvision) 2024. This world is divided into two parts - East and West. Two different civilizations on the same planet..","@antonzubov5323","2024-07-27T13:55:04Z","10"
"❤❤❤🎉","@_lesia_","2024-07-27T13:54:29Z","0"
"Why is there so much Lucifer imagery in Paris Olympics Opening Ceremony?","@hugothompson3709","2024-07-27T13:54:16Z","73"
"Sanction for <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=4893"">1:21:33</a> !!!! They don&#39;t belong here!!!!!! Waaarrrr ccrrri!iimii!iinnnaaallIIllsss!!!","@QuietslowandsimplelivingHANA","2024-07-27T13:53:34Z","0"
"Это позорный день в истории Европы,  конец цивилизации","@user-yk9ph7jo4p","2024-07-27T13:53:19Z","11"
"Boycott israel❌","@melihcifteoglu8232","2024-07-27T13:52:46Z","4"
"Frick show","@user-xp1nn3hs8k","2024-07-27T13:52:32Z","1"
"We need a performance of Gojira with an orchestra!! 🔥<br>Edit: Also the narrators seemed so ignorant of so many things here, they should&#39;ve read up on the symbolisms and whatnot, if possible; for example the torch bearer is a dead giveaway of Assassin&#39;s Creed Unity, a videogame set on the beginning of the French revolution. They didn&#39;t really mention anything about history almost at all, didn&#39;t mention Gojira&#39;s name, kept blabbering... Like come on, this is embarrassing, they were as interesting as flower beds in the winter","@stellak.6095","2024-07-27T13:51:18Z","4"
"Woke trash","@1minutecovers76","2024-07-27T13:50:23Z","3"
"It was disgusting promoting western satanistic agenda, shameful opening","@Mixer2904","2024-07-27T13:49:58Z","4"
"Where is kurdistan 😢 Oh right 🤣","@MoonAge.DayDream","2024-07-27T13:49:53Z","0"
"Disgusting! Shame on France!","@warpeace5970","2024-07-27T13:49:12Z","3"
"As a skateboarder in his mid twenties it almost made me cry when the train stopped and they passed the torch to the skatepark kids. It means so much to us. for years we were a seen as an extreme sport and considered &quot;other&quot; and not refined and respectable like other sports. Its so nice to see that symbolic welcoming of the new generations sport into the Olympics.","@nia.d3356","2024-07-27T13:48:48Z","59"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=5081"">1:24:41</a> It&#39;s not because the minions speak French. The all sequence was about French culture. The voices of The Minions was created by Pierre-Louis Padang Coffin a French animator, voice actor, director, producer, and writer. Do your job!","@PatrikPakard","2024-07-27T13:48:47Z","4"
"Ваши планы обломались, идите на фиг","@ninakarpinskaya4249","2024-07-27T13:48:40Z","1"
"Where is France people, do you like what your county became? Usa, globalistic poltrons...","@Fe-uz8vq","2024-07-27T13:48:31Z","3"
"So bad. Everything wrong.","@ruibarbosa5842","2024-07-27T13:47:28Z","4"
"The best opening ceremony in history 🇫🇷🇫🇷🇫🇷 France is the most advanced country in the world in terms of humanity and Human rights ❤","@Emililiev69","2024-07-27T13:47:24Z","1"
"Без акцепта! Оферта аннулирована!","@ninakarpinskaya4249","2024-07-27T13:47:10Z","1"
"0","@rashidkhitilov5308","2024-07-27T13:47:08Z","0"
"sondaki zenci bidaha dans etmeyebilir mi lütfen","@cemtanergur6440","2024-07-27T13:46:06Z","1"
"In the Olympic Games, I saw that people on Earth did not kill, hate, or discriminate. I also saw people gather together to laugh and be happy. I wish that people on Earth could live like this forever.","@jiang311","2024-07-27T13:46:04Z","3"
"Just disgusting.","@PenDijital","2024-07-27T13:45:28Z","4"
"Is this pride?😂","@RealHealthyGuidance","2024-07-27T13:45:12Z","2"
"Meni je fascinantno kako su svi izvodjaci po ovoj kisi uspeli da izvedu svoje tacke, bilo da plesu, prvaju sa vrha zgrade, izvode akrobacije, sviraju klavir...Pohvala za njihov trud .","@dragana4180","2024-07-27T13:44:43Z","6"
"This was disgrace a real disaster of mankind in every way. Hard to watch this.","@ZsiguFerenc","2024-07-27T13:44:24Z","39"
"Celine Dion -❤","@natanatali162","2024-07-27T13:41:59Z","0"
"Полная ебанина","@user-vz2mc5qt1e","2024-07-27T13:41:12Z","4"
"❤❤❤","@annapremudraya6481","2024-07-27T13:41:04Z","0"
"Супер шоу!!! Подскажите, откуда песня/мелодия на <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=13363"">3:42:43</a>!!! Плииз","@annapremudraya6481","2024-07-27T13:40:50Z","0"
"Chciałem iść ostatnio do cyrku ale akurat w TV leciała transmisja z otwarcia i moje pragnienie zostało zaspokojone😂😂😂","@danielgarczarek4040","2024-07-27T13:39:25Z","181"
"Communism is forced into ours heads.. No rules, no genders, no order.. It&#39;s absolutely sad after our grandfather&#39;s risk their life&#39;s for our well.. Empire is falling down like Rome two centuries ago","@mnemorth9234","2024-07-27T13:39:14Z","4"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=8515"">2:21:55</a> Yemen!!!♥🤍🖤 Love from Bosnia and Herzegovina..💓😊","@QuietslowandsimplelivingHANA","2024-07-27T13:38:55Z","0"
"people only mock what they know to be true. Praise Jesus","@black-cross","2024-07-27T13:38:32Z","2"
"The music mix was the best!! Who was the DJ?","@agnezaliene203","2024-07-27T13:38:09Z","3"
"Позорище! Устроили бал сатаны.Долбитесь во все щели ,еще и смеете смеяться над христианством.Содом и Гомора для вас лучший конец.","@user-xt8ve6kg3i","2024-07-27T13:38:02Z","2"
"Худшее открытие за все время существования ОИ.Всадник апокалипсиса это верх сатанизма.","@user-ny5ri5wr3g","2024-07-27T13:37:41Z","2"
"Not Turkey please say TÜRKİYE 🇹🇷","@ibrahimtahahisoglu","2024-07-27T13:36:55Z","1"
"Jesus is King✝️","@chidoziechukwujekwu1365","2024-07-27T13:36:35Z","5"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=9523"">2:38:43</a> TAŞŞAK","@diesel8181","2024-07-27T13:36:32Z","1"
"Meşale taşıyan kimdi","@emine1835","2024-07-27T13:35:28Z","0"
"Ce legătură a avut încropeala asta cu sportul şi cu olimpiada ? A fost doar ceva grotesc.","@RoxanaEne-kl1fv","2024-07-27T13:35:18Z","2"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=13310"">3:41:50</a> Him dancing, with the music, and the extraordinary light display on the Eiffel Tower is just breathtaking","@Scaryfishh","2024-07-27T13:33:08Z","0"
"An amazing spectacular opening.","@joymoss-rendell2637","2024-07-27T13:32:42Z","1"
"To understand the genius of this show, you have to watch the opening of the Beijing Olympics. Paris, with its history and spirit of freedom, became an arena for love and pluralism, while in Beijing we were shown a soulless, obedient humanoid machine.","@Ellalbella","2024-07-27T13:31:33Z","6"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=2180"">36:20</a> autistic swimmer","@saraola6477","2024-07-27T13:31:21Z","0"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=7994"">2:13:14</a> Syria!!!!!!!!!!!!!!!!!!!!!!!!!😊♥🤍🖤💚","@QuietslowandsimplelivingHANA","2024-07-27T13:30:12Z","0"
"🤮","@user-fb5kr7gq3x","2024-07-27T13:29:48Z","1"
"Where is 4K version? What year is this? I don&#39;t demand 8K but 4K for sure...","@VaidasJSP","2024-07-27T13:29:18Z","2"
"Satanic performance. Mocking christianity.","@oladelapaz5242","2024-07-27T13:28:58Z","5"
"Ассасин бегающий по крышам🙈","@viktoriya21","2024-07-27T13:28:10Z","0"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=9532"">2:38:52</a> mi a faszom ez","@xenius6171","2024-07-27T13:28:00Z","4"
"Nice parade, nice tributes!!! Panem today, Panem yesterday, Panem tomorrow... Welcome to  the Capitol!!!","@fen-ogretmeni","2024-07-27T13:27:13Z","0"
"The first half was quite good, it&#39;s a pity that later we were served a cheap copy of Eurovision.","@cezaryspiz3157","2024-07-27T13:27:11Z","0"
"Beautiful Ceremony, Celine won for me! 👑","@agatasyta3266","2024-07-27T13:25:51Z","0"
"Unique and majestic Olympics Opening Ceremony  , well done France !!!<br>Despite all the haters, it was an extraordinary opening in which all the characteristics of modern society and humankind are recognized and highlighted. I don&#39;t know if it was something serious or a satire but in the end it was something different than what we all expected and that define France , always...<br>Or maybe this woke style of presentation was especially intended to exacerbate emotions and to catch attentions","@1t729","2024-07-27T13:24:39Z","0"
"I don&#39;t think that its olimpic games, looks like some sort of sect","@kamildudys4677","2024-07-27T13:24:32Z","1"
"WHY DOES EVERYTHING NEED TO BE GAY TODAY???","@BurebistaDacian-cn9eq","2024-07-27T13:24:24Z","16"
"Are this guys making fun with us? In what world they are living?... What kind of opening is that with so many transgender details and other freaks... 🤣🤣🤣, This must be transgender olimpics... Europe is going down fast unfortunateli  😂👍","@IvanIvanov-fk3zg","2024-07-27T13:24:21Z","5"
"The worst Olympics opening I&#39;ve ever seen! A lot of ridiculous militancy, worship of abominable things, lack of creativity, and it seemed very amateurish. 😒🙄","@NaoConfieEmNinguem","2024-07-27T13:23:26Z","3"
"Worst opening ceremony ever! All about stupid symbolism, lgbt propaganda. Honestly so sick of this (","@zazamisirk5351","2024-07-27T13:23:25Z","30"
"what is song called on <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=12985"">3:36:25</a>","@karloraner2899","2024-07-27T13:22:23Z","0"
"they don&#39;t know or don&#39;t want to know what size and intensity of “fire” they are playing with…","@channellife1","2024-07-27T13:21:20Z","30"
"🇹🇷🇹🇷🇹🇷🇹🇷❤️❤️❤️❤️","@ysoowoo","2024-07-27T13:21:17Z","1"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=7188"">1:59:48</a> PaaaIIllest!iiineeee!!!!!!!!!!!!!!!!!!!!!!!!!!!!!♥❤♥❤🖤🖤🖤🖤🤍🤍🤍🤍💚💚💚💚 Hello from BiH!!!","@QuietslowandsimplelivingHANA","2024-07-27T13:18:33Z","0"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=6737"">1:52:17</a> lets go Norway😊","@YOURZOZO","2024-07-27T13:17:53Z","1"
"A blue being with trans mixed with blacks, but not sure what i have really seen. The total bankrutcy of the western civilisation condensed in a few minutes.","@TheAntinop","2024-07-27T13:17:45Z","3"
"It&#39;s has like a black shadow over it, not what it used to be.","@jotomoto62","2024-07-27T13:17:27Z","1"
"Assassin&#39;s Creed Unity ?","@valeran-km3rb","2024-07-27T13:15:14Z","1"
"480p resolution 😞","@EZ-lj3hv","2024-07-27T13:14:46Z","0"
"A mockery of last Supper using trans people. Great job!🤦‍♂","@brunonkowalski","2024-07-27T13:14:30Z","2"
"Who performs &quot;Imagine&quot;, plz???","@jamilyaahundova5135","2024-07-27T13:14:25Z","0"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=3291"">54:51</a> anandır loo","@serengul7745","2024-07-27T13:14:18Z","0"
"Very nice 👌 ❤","@asasinnetwork2507","2024-07-27T13:13:25Z","0"
"01:55:001 the last supper with sodom and gomorrah theme. I wonder how others would react to this.","@jokhoury13","2024-07-27T13:12:57Z","12"
"Your broadcast has the quality of a wonderful  documentary. Thanks","@lutfukozan6469","2024-07-27T13:11:57Z","5"
"O….M….G🤦🏻‍♀️","@tinakaperovska1910","2024-07-27T13:11:09Z","2"
"Lgbt here, lgbt there. Absolutely disgusting!","@xrmax4551","2024-07-27T13:11:06Z","4"
"DISGUST AND SHAME","@costelpavliuc9242","2024-07-27T13:10:05Z","4"
"Фантастичне шоу! Найкраща церемонія, шо я бачила!","@user-oj2vt1wv9c","2024-07-27T13:09:51Z","0"
"Türkiye yi göremedim","@Gülpembe-w3s","2024-07-27T13:09:50Z","0"
"😂😂😂😂 Это дно ! Дно европейских ценностей","@hayat8516","2024-07-27T13:09:41Z","5"
"Anybody knows the music from <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=3172"">52:52</a>?","@adler2410","2024-07-27T13:08:50Z","0"
"Nice to have a pride event at the Olympics. The part where they mocked the last supper with the fat queen was particularly classy. France has become a cess pool.","@Chrishagen","2024-07-27T13:08:45Z","0"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=7920"">2:12:00</a> Where the fk was Duplantis?? I could hardly recognize anyone from the Swedish team!","@psak1000","2024-07-27T13:08:08Z","1"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=13680"">3:48:00</a> really? you guys have never heard of Tony Parker?","@magururura1452","2024-07-27T13:07:50Z","1"
"Zizu and ....this actor from asterix😂 cool though...","@mariuszrogowski7397","2024-07-27T13:05:28Z","0"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=1779"">29:39</a> Bosnia and Herzegovinaaaaa!!💙💛🤍 😀😀💛🤍💙 💜💜💚💚💚💚♥♥♥♥💜💜💜💚💚💚💚♥♥♥♥♥💜💜💜💜💜💚💚💚💚💚💚","@QuietslowandsimplelivingHANA","2024-07-27T13:04:42Z","0"
"Poland <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=7334"">2:02:14</a>","@Antyweszka","2024-07-27T13:04:02Z","3"
"This must be the most amazing Olympic Games opening I&#39;ve ever seen, the last 90 minutes, in particular! <br>I&#39;ve now watched it twice, on Swedish TV and on Eurosport. <br><br>Bravo la France! Merci pour cet événemant spectaculaire! 🇲🇫🙌🏼","@elisabethrydeholm4681","2024-07-27T13:03:32Z","11"
"Убожество.","@andreyzirnocekov6502","2024-07-27T13:03:28Z","3"
"Fire that commentator, at no point did she respect the ceremony.<br><br>I don’t think her skills as a linguist were capable for the occasion.","@vagabondraven","2024-07-27T13:03:16Z","1"
"paranoya","@poteznygizyczczanin5613","2024-07-27T13:02:53Z","0"
"TEAM USA!!! @ <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=8609"">2:23:29</a>","@chrisr.9250","2024-07-27T13:01:01Z","0"
"n France 2024, our prime minister, Albania, was also present. Maybe he understood what human resources meant. unfortunately, I will get only one medal after leaving the chair and the ground. the prime minister who killed every human resource by excluding fair race and competition. I wish he understood that the world as we know it was made by man who is separated from the race of justice, down to millimeters.","@ritakokaj4015","2024-07-27T12:59:52Z","0"
"What a boooring commentary team","@elifugur6031","2024-07-27T12:58:10Z","1"
"If you&#39;re so arrogant as to be ignorant of ancient Greek culture, perhaps you shouldn&#39;t be commenting on anything related to the Olympics, dear commentator.","@MockDock619","2024-07-27T12:58:08Z","0"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=8242"">2:17:22</a>  Türkiyeee❤❤🇹🇷🇹🇷🇹🇷","@muzeyyenkansu6431","2024-07-27T12:57:14Z","1"
"Was the ceremony a bit messy?","@benur82","2024-07-27T12:56:22Z","0"
"Toto nie je propagácia športu , ale buzerantov","@stefankovacs9981","2024-07-27T12:55:25Z","4"
"Most disgusting ceremony ever. 🤢🤮","@mateuszjaremko3764","2024-07-27T12:55:21Z","97"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=13062"">3:37:42</a> Touhou players : Well, after dodging the rain drops for 3 hours now it&#39;s time for the final boss <b>epic music playing</b> 😳","@truiteteam3428","2024-07-27T12:55:11Z","4"
"#<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=12987"">3:36:27</a> what song","@CRISFILMM","2024-07-27T12:54:52Z","0"
"Vergonha","@danielmacarini8315","2024-07-27T12:53:54Z","2"
"БРАВО ! БРАВИСИМО ...!ВЕЛИКОЛЕПНО ...!Зрелище восхетительное ..! ПАРИЖ-ЭТО СТИЛЬ ,ВЕЛИКОЛЕПНЫЙ ВКУС, КРАСОТА ,ЭЛЕГАНЦИЯ... ВЫ СУПЕР!!!<a href=""UCkszU2WH9gy1mb0dV-11UJg/m8MfY4jbFsWJhL0PyouA2Ak""></a>🥰😘💋 💐","@alicijaoborina6327","2024-07-27T12:53:48Z","0"
"НЕВЕРОЯТНО<br>ФАНТАСТИЧЕСКИ<br>БРАВО<br>ВОСТОРГ","@user-hh5rq4dq3i","2024-07-27T12:53:26Z","2"
"A big 🎪 circus.... it was a big disrespect for Olympic games..  very disappointed....the worst.... it reminded me the eurovision contest of the last few years... a big  circus as well...","@user-yt8wq3tf4r","2024-07-27T12:53:03Z","2"
"Grandios! Bravo!","@user-gp9sm9vz8z","2024-07-27T12:52:30Z","0"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=6008"">1:40:08</a> Lithuania! 🇱🇹","@dragonking5489","2024-07-27T12:51:13Z","1"
"shame","@perinealraphe","2024-07-27T12:49:14Z","2"
"Satanic ritual","@chrisr.6638","2024-07-27T12:48:44Z","3"
"They promoting 3somes??? In a family event .","@wonderingaround1728","2024-07-27T12:47:58Z","2"
"name of the song at <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=12825"">3:33:45</a> ?","@nikolavujicic5251","2024-07-27T12:47:47Z","1"
"Fransa🐖","@sadmoeoov75","2024-07-27T12:46:01Z","1"
"disgusting performances!!!","@user-jx9ji5by8d","2024-07-27T12:45:20Z","6"
"Synchronized!?... That Masked/hooded individual is an Assassin","@DragonscaleAudio","2024-07-27T12:44:02Z","5"
"❤ <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=3093"">51:33</a>  beautiful 🎉","@MIKIJORDAN1","2024-07-27T12:43:51Z","0"
"the masked guy kinda...","@erehxx9192","2024-07-27T12:43:36Z","2"
"How can you put beard on women you must be banned...so satanic introduction to young children ...","@DjCELEC","2024-07-27T12:43:09Z","3"
"And may the odds be ever in your favour","@user-ds4mt9hf2z","2024-07-27T12:42:33Z","0"
"What is going on in 55 minute? How is this related to the Olympic?","@zofiaanna5286","2024-07-27T12:42:21Z","3"
"🫶🫶🫶❤️‍🔥❤️‍🔥❤️‍🔥","@user-qy9xc2cz9w","2024-07-27T12:42:11Z","0"
"i see minions, i like","@tokio4816","2024-07-27T12:40:58Z","1"
"The best opening ceremony to an Olympic Games that I have seen.","@LarsGustavsen","2024-07-27T12:40:39Z","2"
"Please help, what is music on <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=6668"">1:51:08</a>","@andrijapopovic5723","2024-07-27T12:40:21Z","0"
"I wish the world could unite in love and celebration not only for events like this, but in every day life. Life is a celebration! We should all love each other, and be kind and helpful. I was so happy to see all the teams from every country like I was a part of each country with them. Remember what Tesla said: &quot;We are all one. Only egos, beliefs, and fears separate us.&quot; We are so blind to the beauty of our existence...We are all only one brief moment in this eternity, and I hope that in that moment, we will all choose to be love. Great ceremony! It will remain in history. Good luck to all participants! Have fun and do what you love no matter the results! Sending you all love and light! 🤍","@lol26857","2024-07-27T12:39:30Z","13"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=9265"">2:34:25</a> - HAHAHHAHAHHAHHAHAHHAHAHAH","@FlowerShopGuy","2024-07-27T12:39:10Z","0"
"Which minute is that boat with.. Last supper?","@andrageorgia4055","2024-07-27T12:39:08Z","0"
"Is it the opening ceremony or the promotion of LGBT deviancy?","@tomaszkowalczuk9195","2024-07-27T12:37:35Z","16"
"Zašto je drugi, a ne prvi, najbolji tenisač ikada, koji je ovdje u Parizu, natječe se, a ne nosi olimpijsku baklju? Ne pitam vas, jer znam da je politika u pozadini, samo to navodim.","@AleksandarBGD9975","2024-07-27T12:36:52Z","13"
"A disgrace to France and the world as a whole.","@markohorvat4156","2024-07-27T12:35:48Z","4"
"Ну что сказать… бесовщина неприкрытая","@eest1839","2024-07-27T12:34:30Z","2"
"I would say it was such a satisfying to watch this Ceremony, i have enjoyed France history and culture plus modern performances thanks a lot 😻 and good luck to my country Azerbaijan 🇦🇿","@turkanvaliyeva8232","2024-07-27T12:34:12Z","0"
"Символ олимпиады розовое говно ))) Скорее всего выловленное в Сене ))","@1987samad","2024-07-27T12:33:32Z","19"
"AZERBAIJAN <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=1212"">20:12</a>","@Shabnam949","2024-07-27T12:33:24Z","0"
"&quot;they call it city of light&quot; and not expected that has been this wet, like in the UK. Do they really know Paris? They have the same weather as the UK, for real, all year long. So delusional 😂","@user-od4dx8et1d","2024-07-27T12:32:47Z","0"
"Libs: Stop shoving Christianity in our faces!<br>Also, libs:","@Saint_Edward_987","2024-07-27T12:32:36Z","1"
"Позор, неприемлемо, отвратительно","@irjajaaskelainen216","2024-07-27T12:32:18Z","2"
"Sick","@MegaMarlboro666","2024-07-27T12:32:03Z","5"
"❤ საოცრება იყო❤","@mariammchedlishvili5174","2024-07-27T12:31:51Z","0"
