"Comment","Author","PublishedAt","LikeCount"
"Отлично, много великолепных идей, человек, который бежал с факелом по крышам, просто красавчик.","@patronkaas5504","2024-07-27T12:31:45Z","0"
"Et qui a besoin de tout ce faste. Avec cet argent, il vaudrait mieux construire des maisons pour les sans-abri, employer les chômeurs et réduire l’exclusion sociale. Eh bien, cela augmenterait les salaires.","@zodiakohoroskopai","2024-07-27T12:31:39Z","2"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=13518"">3:45:18</a> whats song is this ? Someone! ?","@yanivitzhak4392","2024-07-27T12:31:22Z","2"
"почему открывает олимпиаду американская звезда ??? кто нибудь может себе представить ситуацию наоборот ???? !!!!","@1987samad","2024-07-27T12:31:05Z","1"
"Warstwa ziemi warstwa komunistów warstwa ziemi warstwa komunistów","@kqapec2677","2024-07-27T12:31:00Z","0"
"Whats song start playing in <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=13480"">3:44:40</a>.  ?????!","@yanivitzhak4392","2024-07-27T12:30:50Z","1"
"And who needs all that pomp. For that money, it would be better to build houses for the homeless to live in, employ the unemployed, and reduce social exclusion. Well, would increase wages.🤔🌍🙏","@zodiakohoroskopai","2024-07-27T12:30:35Z","0"
"У меня вопрос: как этот шар с огнём продержится две недели в воздухе?","@user-ir1zw7vh3y","2024-07-27T12:30:16Z","0"
"boooooo booooooo worst ceremony ever....moke christ??","@georgegiwrgakis6359","2024-07-27T12:29:49Z","3"
"OLYMPIC GAYMES","@NICO_R_GUITAR","2024-07-27T12:29:10Z","1"
"Worst opening ceremony ever! They hate Christians! How date they mocking Jesus by imitator the Last Supper with trans people? 🤮🤢","@d947","2024-07-27T12:28:28Z","1"
"This was a simply, disgusting pride, wich called &quot;olimpics open&quot;.","@ronaibalazs5187","2024-07-27T12:27:20Z","2"
"🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷","@hiyslrtjtb","2024-07-27T12:25:59Z","2"
"Azerbaijann🇦🇿🇦🇿🇦🇿","@salayevaxeyale5119","2024-07-27T12:25:25Z","0"
"Who do you think is the greatest Olympic athlete of all time?🙄🤔","@denizegem","2024-07-27T12:25:24Z","0"
"Why was the piano on fire for Lennon’s Imagine?","@spiralmorph727","2024-07-27T12:25:16Z","9"
"Pauvre France 😂","@Dekanoto3834","2024-07-27T12:25:15Z","2"
"Free palestine","@dannyyy97","2024-07-27T12:24:57Z","2"
"freak show","@mayaeinstein4107","2024-07-27T12:24:05Z","8"
"What the heck. Worst opening ceremony ever lol","@muradkheyirkhabarli6975","2024-07-27T12:23:54Z","2"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=9540"">2:39:00</a> blueman","@onuryuksel9324","2024-07-27T12:23:50Z","0"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=3324"">55:24</a> is this really necessary? 🤮","@wuj3kdar0","2024-07-27T12:23:33Z","2"
"The worst ever opening,shame for France!","@souzanamartinov6448","2024-07-27T12:22:48Z","13"
"IT&#39;S ONLY sat-anic RITUAL, NOT SPORT, NOTHING INTERESTING !!!","@cube206","2024-07-27T12:22:27Z","3"
"unnecessary opening of unnecessary things.","@GeorgeCarlin88","2024-07-27T12:21:12Z","2"
"the show of clowns and trans","@MargaritaBkv","2024-07-27T12:21:10Z","3"
"Disaster video sorry cringe","@DjCELEC","2024-07-27T12:20:49Z","3"
"Where was Fadades???","@Lavietto","2024-07-27T12:20:39Z","0"
"Os jogos sujos do IV Reich.<br>NOJENTO","@joaosito68","2024-07-27T12:19:57Z","1"
"Aceasta festivitate reprezintă civilizația west europeană nu reprezintă o civilizație modernă , creștină și educată, ați reprezentat cina cea de taină cu acele specimene v-ați bătut joc de creștinism , de oameni normal 😢","@ovipau","2024-07-27T12:19:51Z","3"
"wtfff, female with bear:))) are u nuts ??? wtf are with olimpic games lgbt ??????? wtff , bleahhhhh","@eduarded9621","2024-07-27T12:19:42Z","2"
"Like watching eurovision on a water. BS.<br>Asians are the best in these things","@BrainHabit","2024-07-27T12:19:31Z","0"
"Low cost😂","@cosminpodut1574","2024-07-27T12:18:35Z","0"
"1.55. What does this mean. Mocking Jesus Christ and mocking Christianity. It is horrible what is being done in this rotten west. That&#39;s how they destroyed the Eurovision song.","@Strasnilo","2024-07-27T12:18:26Z","3"
"Where&#39;s the sport?","@user-dh8nb8wh5y","2024-07-27T12:17:43Z","18"
"Какое Великолепие🎉🎉🎉🎉Ещё бы Мира на этой Планете и все в Ажуррреее!","@gloriasaimon9340","2024-07-27T12:17:08Z","0"
"This is the World Olimpics. And Paris wanted to host it. People don&#39;t have the luxury to &quot;not go&quot;. They have trained for years to participate in the sport competition! So a young athlete will say &quot;kids don&#39;t watch papa/mom don&#39;t watch me, because there is a woke &quot;art&quot; piece that must be shown&quot;. Isn&#39;t this disrespect of the culture of the sportist? The people for whom this games are meant for?","@veselinapetrova465","2024-07-27T12:17:02Z","32"
"Przerost treści nad formą. Nudy,nudy i satanizm","@user-ur1is9xv7o","2024-07-27T12:16:38Z","10"
"Satanic ceremony","@spacecat2170","2024-07-27T12:15:52Z","5"
"creeeeeps wtf","@mhateys","2024-07-27T12:15:45Z","1"
"&#39;&#39;Olympics&#39;&#39; is a torch carried through hundreds of years. It is humanity at its best ! Uniting the World with sports games &amp; competitions representing a healthy way of life in the most positive light. It was extremely disappointing to watch the opening ceremony with a direction so far away from artistic, intelligent &amp; elegant style. At the very beginning when the torch was on train carried by a man we are suddenly diverted to a very different story, which became highly political &amp; provocative. Children meeting a ghost on a boat taken to underground skulls to face death,.....rest I don&#39;t want to mention but just say etc....Olympics is not &amp; never should be used as a platform for expressing any kind of personal choice. It is a platform of international sports competition. Opening ceremony in my opinion did not look professional ,it looked like a very low budget show that is rushed in a very short time with no effort.I don&#39;t think &#39;&#39;Thomas Jolly&#39;&#39; really does understand the context of &#39;&#39;Olympics&#39;&#39; ... I want to watch &#39;&#39;Olympics Opening&#39;&#39; not &#39;&#39;Thomas Jolly&#39;&#39; attitude &amp; personal approach to life. It was a very low taste amateur performance at many levels. No style, no grace which must be &#39;&#39;Olympics&#39;&#39; motto at highest level.Sad!!!","@denizmoules7533","2024-07-27T12:15:26Z","4"
"What a freak show. The West really is in cultural crisis…","@tobias9859","2024-07-27T12:14:53Z","48"
"Excruciatingly bad!!  Very disappointing! Boring. Confusing. Too much dance. Countries on boats idea was pathetic. Zero anticipation for rain other than cheap plastic ponchos and umbrellas was shocking. Dion and Gaga aren’t even French!?!  Brutal night!","@tonydevenyi5287","2024-07-27T12:14:39Z","2"
"Biedne dzieci muszą patrzeć na chore potwory 👹🤢","@Piotrek.P","2024-07-27T12:13:19Z","8"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=9518"">2:38:38</a> on the left from Smurf you can see a guy with his balls hanging out of his pants. What the heck is wrong with Olympic Games.","@gebege4857","2024-07-27T12:13:17Z","95"
"Waste of time, money and resources. 👎","@MrGes536","2024-07-27T12:13:01Z","36"
"🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿","@Novruz.Huseynov","2024-07-27T12:12:37Z","2"
"2 <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=8279"">2:17:59</a> Türkiye 🇹🇷","@munusogretmen7508","2024-07-27T12:12:18Z","0"
"Gdzie ta &quot;Ostatnia wieczerza&quot; ?","@bunnyrabbitpets","2024-07-27T12:12:05Z","0"
"🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿","@Novruz.Huseynov","2024-07-27T12:11:46Z","1"
"Amazing everything ❤️❤️❤️","@cristinagyisa5262","2024-07-27T12:11:42Z","0"
"Tak,szatańska rewolucja francuska do dziś się za nimi wlecze. To raczej czeluście piekieł,a nie jakieś otwarcie. Siarka jedzie z kilometra. I siara zresztą też.","@user-ur1is9xv7o","2024-07-27T12:10:33Z","30"
"such a beautiful celebration of sport 😍","@OleksandraKyiv","2024-07-27T12:09:17Z","2"
"Amazing performance ……fantastik  event 🎉🎉🎉👏👏👏❤","@asidzen6169","2024-07-27T12:09:04Z","0"
"They mocs last supper, show disrespect for Christians, they use demonic symbols, and show many discuasting things on this show. Ewerything was so dark. Woke culture and cywilisation of death. Shame for France.","@agatazubrzycka146","2024-07-27T12:08:22Z","5"
"At times extraordinary and full of heart, what a wonderful beginning. Considering they had no rehearsals this was an incredible achievement, and while for me London 2012 is still the greatest, this is still up there. Bravo Paris, Bravo Olympics and come on Ireland!","@ListowelLibrary","2024-07-27T12:07:29Z","3"
"again woke propaganda  just ignore them","@AzureDarko","2024-07-27T12:07:17Z","2"
"Nayrakás buzi!!","@oszimuntyan5606","2024-07-27T12:05:59Z","1"
"Choreographer humiliated males animators making them to  wear woman dress and makeup, promoted female animators by portraiting them into construction workers and armour cavaliers","@mikyjohn355","2024-07-27T12:05:53Z","3"
"french ruined olympics too...","@tugrulpurde3731","2024-07-27T12:05:38Z","4"
"It’s not Olympics opening ceremony, it’s lgbt propaganda!","@gorsnow745","2024-07-27T12:05:20Z","24"
"Unfortunately, this is the opening ceremony but the fall of a former european power😢… This is not France anymore.","@volvovolvo5920","2024-07-27T12:05:20Z","45"
"ISRAEL🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱","@user-tj9xu4fl3l","2024-07-27T12:05:05Z","1"
"Amizing in several instances tears came into my eyes but couldn’t hold them when the Olympic Fire raised in the air ❤❤❤❤❤❤ THE WORLD HAS NEVER SEEN SUCH AN ARTISTIC PERFORMANCE SPECTACULAR AND DIVINE👌💪🏻👏🏻👏🏻👏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻","@olio1974","2024-07-27T12:04:24Z","2"
"that is what france has to offer<br>truly disgusting","@Slavic_Sky","2024-07-27T12:04:17Z","6"
"Amizing in several instances the tears came into my eyes but couldn’t hold them when the Olympic Fire raised in the air ❤❤❤❤❤❤ THE WORLD HAS NEVER SEEN SUCH AN ARTISTIC PERFORMANCE SPECTACULAR AND DIVINE👌💪🏻👏🏻👏🏻👏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻","@olio1974","2024-07-27T12:04:10Z","2"
"Choquant! L’abomination de la destruction des cerveaux humains par les idiots communistes qui dirigent le monde ! Au fond ! Totalement au fond ! Les Français ont montré à quel point ils étaient tombés avec leur président ! La France telle que nous la connaissions n&#39;existe plus et ce qui reste de cette arod n&#39;est que détritus !","@Rosiulka","2024-07-27T12:04:03Z","5"
"It&#39;s full Satanic performance, looking forward to how this world goes.","@Magnus689","2024-07-27T12:03:53Z","4"
"Terrible olympic  opening 😢","@caus1545","2024-07-27T12:03:41Z","5"
"This lad Gaga has nothing with singing... When one comes in the town of Edit Piaf, one must know how to sing...did somebody pay for this screaming????","@markomarkovic-wj6yu","2024-07-27T12:03:40Z","1"
"A wonderful ball for the devils of our father Satan","@ded9329","2024-07-27T12:03:32Z","6"
"Where is russia 🤔","@lulurdolir5443","2024-07-27T12:02:56Z","0"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=8352"">2:19:12</a> Ukraine💙💛","@tetianaderkach-gk1pb","2024-07-27T12:02:45Z","1"
"Zachodnia Europa upadła 🤮🤮🤮","@Piotrek.P","2024-07-27T12:02:29Z","5"
"Devil ritualizm","@muratcatal5578","2024-07-27T12:02:07Z","4"
"Is it olympic games or pride?","@caus1545","2024-07-27T12:01:05Z","68"
"We salute France, splendid inarguration!","@kmhogstadius","2024-07-27T11:59:54Z","0"
"DNO    BED","@maugelmaugel7121","2024-07-27T11:58:26Z","1"
"The commentators don&#39;t seem to know about French culture","@AnaCarrasco-m7t","2024-07-27T11:57:40Z","0"
"🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿","@Novruz.Huseynov","2024-07-27T11:57:18Z","1"
"What that hell was this, a freak show 😂😂😂?","@maldahar","2024-07-27T11:57:15Z","29"
"Wow","@alibone9607","2024-07-27T11:57:13Z","1"
"This is the Paris of today, with transvestites and homosexuals","@catalinb8566","2024-07-27T11:57:12Z","17"
"🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿","@Novruz.Huseynov","2024-07-27T11:57:08Z","1"
"🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿","@Novruz.Huseynov","2024-07-27T11:56:58Z","1"
"🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿","@Novruz.Huseynov","2024-07-27T11:56:49Z","1"
"🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿","@Novruz.Huseynov","2024-07-27T11:56:23Z","1"
"AZERBAIJAN🇦🇿🇦🇿","@Novruz.Huseynov","2024-07-27T11:56:12Z","1"
"This is about the Olympic games… are u sure? Ah French.. u r joking😂","@BMS-em4vv","2024-07-27T11:55:55Z","24"
"🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿","@Novruz.Huseynov","2024-07-27T11:55:55Z","1"
"AZERBAIJAN🇦🇿🇦🇿🇦🇿🇦🇿","@Novruz.Huseynov","2024-07-27T11:55:46Z","1"
"🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿","@Novruz.Huseynov","2024-07-27T11:55:25Z","1"
"I felt nauseous during the Olympic opening 🤮🤮🤮 unfortunately I had to turn off the TV because MY CHILD also wanted to watch it but I didn&#39;t want a developing child to watch this disgusting stuff🖐🖐 I didn&#39;t want to explain these people, sick, PERVERTED PEOPLE  UNFORTUNATELY!  it&#39;s not about the Olympics anymore, it&#39;s about sports!!","@AgressorAmerica","2024-07-27T11:55:25Z","6"
